STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,subjnmon,Subjective and non-monetary indicator,hhtyp,Type of household,incgrp,Income situation in relation to the risk of poverty threshold,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,LV,Latvia,2023,,17.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,LV,Latvia,2024,,14.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,ME,Montenegro,2020,,49.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,ME,Montenegro,2021,,49.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,ME,Montenegro,2022,,49.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,MK,North Macedonia,2020,,53.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,MK,North Macedonia,2021,,47.8,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,MK,North Macedonia,2022,,57.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,MT,Malta,2020,,16.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,MT,Malta,2021,,9.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,MT,Malta,2022,,13.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,MT,Malta,2023,,11.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,MT,Malta,2024,,13.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NL,Netherlands,2020,,6.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NL,Netherlands,2021,,5.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NL,Netherlands,2022,,8.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NL,Netherlands,2023,,8.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NL,Netherlands,2024,,8.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NO,Norway,2020,,13.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NO,Norway,2021,,8.9,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NO,Norway,2022,,9.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NO,Norway,2023,,11.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,NO,Norway,2024,,11.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PL,Poland,2020,,14.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PL,Poland,2021,,12.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PL,Poland,2022,,12.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PL,Poland,2023,,9.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PL,Poland,2024,,8.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PT,Portugal,2020,,23.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PT,Portugal,2021,,28.0,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PT,Portugal,2022,,30.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PT,Portugal,2023,,23.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,PT,Portugal,2024,,20.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,RO,Romania,2020,,30.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,RO,Romania,2021,,29.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,RO,Romania,2022,,24.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,RO,Romania,2023,,23.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,RO,Romania,2024,,21.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,RS,Serbia,2020,,33.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,RS,Serbia,2021,,40.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,RS,Serbia,2022,,30.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,RS,Serbia,2023,,41.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SE,Sweden,2020,,13.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SE,Sweden,2021,,11.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SE,Sweden,2022,,8.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SE,Sweden,2023,,12.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SE,Sweden,2024,,10.3,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SI,Slovenia,2020,,16.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SI,Slovenia,2021,,11.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SI,Slovenia,2022,,11.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SI,Slovenia,2023,,16.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SI,Slovenia,2024,,12.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SK,Slovakia,2020,,33.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SK,Slovakia,2021,,34.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SK,Slovakia,2022,,34.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SK,Slovakia,2023,,37.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,SK,Slovakia,2024,,35.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,TR,Türkiye,2020,,8.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,TR,Türkiye,2021,,13.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,TR,Türkiye,2022,,9.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,TR,Türkiye,2023,,7.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,B_MD60,Below 60% of median equivalised income,TR,Türkiye,2024,,7.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,AL,Albania,2020,,21.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,AL,Albania,2021,,18.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,AT,Austria,2020,,3.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,AT,Austria,2021,,4.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,AT,Austria,2022,,4.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,AT,Austria,2023,,5.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,AT,Austria,2024,,4.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BE,Belgium,2020,,7.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BE,Belgium,2021,,6.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BE,Belgium,2022,,6.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BE,Belgium,2023,,6.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BE,Belgium,2024,,6.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BG,Bulgaria,2020,,18.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BG,Bulgaria,2021,,13.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BG,Bulgaria,2022,,14.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BG,Bulgaria,2023,,10.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,BG,Bulgaria,2024,,10.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CH,Switzerland,2020,,2.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CH,Switzerland,2021,,2.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CH,Switzerland,2022,,2.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CH,Switzerland,2023,,3.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CY,Cyprus,2020,,11.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CY,Cyprus,2021,,11.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CY,Cyprus,2022,,9.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CY,Cyprus,2023,,7.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CY,Cyprus,2024,,6.8,,b,break in time series,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CZ,Czechia,2020,,3.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CZ,Czechia,2021,,3.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CZ,Czechia,2022,,3.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CZ,Czechia,2023,,3.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,CZ,Czechia,2024,,3.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DE,Germany,2020,,1.7,,bu,"break in time series, low reliability",,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DE,Germany,2021,,2.1,,u,low reliability,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DE,Germany,2022,,2.8,,u,low reliability,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DE,Germany,2023,,3.1,,u,low reliability,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DE,Germany,2024,,2.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DK,Denmark,2020,,3.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DK,Denmark,2021,,2.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DK,Denmark,2022,,3.2,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DK,Denmark,2023,,4.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,DK,Denmark,2024,,3.9,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EE,Estonia,2020,,2.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EE,Estonia,2021,,2.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EE,Estonia,2022,,2.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EE,Estonia,2023,,2.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EE,Estonia,2024,,2.5,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EL,Greece,2020,,36.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EL,Greece,2021,,39.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EL,Greece,2022,,36.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EL,Greece,2023,,36.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EL,Greece,2024,,35.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,ES,Spain,2020,,10.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,ES,Spain,2021,,8.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,ES,Spain,2022,,8.7,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,ES,Spain,2023,,9.4,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,ES,Spain,2024,,9.1,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2020,,7.6,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2021,,7.0,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2022,,6.8,,,,,
dataflow,ESTAT:ILC_MDES09(1.0),Inability to make ends meet,A,Annual,PC,Percentage,EM_GD,Households making ends meet with great difficulty,TOTAL,Total,TOTAL,Total,EU27_2020,European Union - 27 countries (from 2020),2023,,6.8,,,,,
