STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ES,Spain,2024,,3.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2020,,2.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2021,,2.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2022,,2.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2023,,2.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",EU27_2020,European Union - 27 countries (from 2020),2024,,2.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FI,Finland,2020,,2.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FI,Finland,2021,,2.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FI,Finland,2022,,2.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FI,Finland,2023,,2.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FI,Finland,2024,,2.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FR,France,2020,,2.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FR,France,2021,,2.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FR,France,2022,,2.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FR,France,2023,,2.7,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",FR,France,2024,,2.8,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HR,Croatia,2020,,3.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HR,Croatia,2021,,2.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HR,Croatia,2022,,2.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HR,Croatia,2023,,2.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HR,Croatia,2024,,2.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2020,,2.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2021,,2.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2022,,2.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2023,,2.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",HU,Hungary,2024,,2.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2020,,1.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2021,,1.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2022,,1.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2023,,1.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IE,Ireland,2024,,1.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2020,,2.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2021,,2.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2022,,2.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2023,,2.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IS,Iceland,2024,,2.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2020,,3.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2021,,3.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2022,,3.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2023,,3.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",IT,Italy,2024,,3.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LI,Liechtenstein,2020,,1.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LI,Liechtenstein,2021,,1.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LI,Liechtenstein,2022,,2.1,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2020,,1.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2021,,1.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2022,,1.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2023,,1.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LT,Lithuania,2024,,2.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2020,,1.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2021,,1.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2022,,1.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2023,,1.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LU,Luxembourg,2024,,1.7,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2020,,2.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2021,,2.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2022,,2.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2023,,2.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",LV,Latvia,2024,,3.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2020,,2.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2021,,2.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2022,,2.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2023,,2.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",ME,Montenegro,2024,,2.5,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2020,,2.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2021,,2.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2022,,2.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2023,,3.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MK,North Macedonia,2024,,3.1,,e,estimated,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2020,,13.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2021,,11.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2022,,8.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2023,,8.4,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",MT,Malta,2024,,7.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2020,,1.9,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2021,,1.8,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2022,,2.0,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2023,,2.1,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NL,Netherlands,2024,,2.2,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2020,,1.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2021,,1.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2022,,1.3,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2023,,1.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",NO,Norway,2024,,1.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2020,,1.6,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2021,,1.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2022,,1.5,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2023,,1.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PL,Poland,2024,,1.7,,,,,
dataflow,ESTAT:NAMA_10_A10(1.0),Gross value added and income by main industry (NACE Rev.2 ),A,Annual,PC_GDP,Percentage of gross domestic product (GDP),R-U,"Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",B1G,"Value added, gross",PT,Portugal,2020,,2.2,,,,,
